image_id,label
165826808,4
1658368838,3
1658413948,1
1658661727,3
1659081680,3
165934128,3
1659403875,3
1659810136,3
1660278504,3
1660311563,2
166038756,3
1660477891,3
1660551148,3
1660974563,3
1661096759,3
1662332092,3
1662536797,3
166356403,4
1663857014,2
166410790,3
1664825517,3
1665215443,3
1665625753,1
1666000410,3
1666228761,3
1666313319,3
1666729521,3
1666732950,3
1666776898,3
166688569,3
1667044637,3
1667294993,4
1667297797,3
1667447724,1
1667487311,3
1667611388,3
1667719250,3
1667727245,2
1667962035,3
1668160531,4
1668333063,4
1668363819,2
1668517699,3
1668819589,3
1668838224,0
1668873896,4
1669079665,3
166936595,3
1669524287,3
1670109260,3
1670109351,4
1670353820,3
1671511517,3
1671586011,3
1671607794,3
1671701546,3
1671790599,3
1672107115,3
1672251151,4
1672278080,1
1672572883,3
1672763395,1
1672808883,3
167313296,0
1673505213,3
1673586236,1
1673670656,3
1673707752,3
1673785901,1
1674248048,3
1674288573,0
1674789285,3
1674852980,3
1674922822,3
1674972630,2
167516751,3
1675302726,3
1675424931,2
1675758805,3
1676052292,3
1676410549,4
1676416724,3
1677019415,1
1677224730,0
1677241180,3
1677293080,3
167737028,3
1677822348,3
1677901945,4
1678311318,0
1678515454,3
1679058349,3
1679233615,3
1679578972,4
1679630111,3
1679984529,4
1680419623,3
1680657766,2
1680665967,1
1680873912,1
1681135049,1
1681274509,4
1681299084,2
1681406227,3
1681477511,3
1681516442,3
1681772018,0
1681857148,3
1681870456,1
1682299649,3
1682355627,3
1682790213,1
1682859600,2
1683319632,4
1683413272,4
1683556923,4
1683677421,1
1683735177,3
1684427056,3
1684430173,1
1684862826,3
1685008458,3
1685392765,4
1685677129,4
1685687504,3
1685786396,3
1685873117,4
1686082281,1
1686186154,3
168657905,4
168669351,2
1686888779,3
1687061748,3
1687247558,4
1687514090,3
1687852669,4
1687942167,3
1688388949,3
1688398046,4
1688478980,3
1688485614,4
1688625660,4
1688738629,2
1688759248,3
1689108113,4
1689119367,3
1689265715,3
1689510013,1
1689577139,3
1689595763,3
1689724096,3
1689830354,3
1690276814,3
1690277956,1
1690305793,1
1690581200,3
1690643039,3
1690647938,3
1690665050,3
1690697173,3
1690716668,3
1690802483,3
1690972794,3
1691276389,3
169145266,1
1691598037,3
1691647530,4
1691850232,4
1691885163,2
169189292,3
1691917983,3
1692621028,0
1692979683,3
1693341190,3
1693936158,3
1694074623,3
1694314252,3
1694570941,4
1694968228,3
1694999394,3
1695184578,4
1695222619,3
1695222952,2
1695252882,3
1695265932,3
1695268361,1
1695533012,3
1695601618,4
1696170421,2
1696213009,3
1696348486,3
1696364421,2
1696401530,3
1696513879,3
1696535183,4
1696821568,3
1697122066,3
1697161067,0
169725143,3
1697663817,1
1697686420,4
1697815445,3
1697842534,3
1697848076,2
16980960,3
1698108894,3
169839003,3
1698429014,2
1698435462,1
1698641308,4
1698873307,1
169937848,3
1699723867,3
1699816187,3
1699999256,1
1700321410,3
1700324452,0
1700559021,3
1700592380,3
1700812370,0
1700900480,3
1700921498,3
1701525099,3
1701785605,3
1701889907,3
1702003432,3
1702068619,0
1702090712,3
1702253388,3
1702300197,4
1702776814,3
1703114897,3
1703248268,2
1703457168,3
1703537552,3
1703538353,3
1703598406,3
1703706380,3
170454519,2
1704757491,3
1704903171,3
1704973107,3
1705452197,3
1705724767,3
1705847181,3
1705904234,3
1706070292,4
1706377266,1
1706555718,2
1706671174,1
1706796288,3
1706807152,3
1707820452,4
1707981627,3
170814157,2
1708272304,3
1708591810,3
1708593214,0
1708635198,2
1708791164,3
1708792236,2
1708910636,4
170892269,4
1709404074,4
1709443342,3
1709532390,3
1709691411,0
1709988412,1
1710044268,2
1710141570,3
1710187645,2
171026079,2
1710665856,3
1710700756,1
1710828726,3
1711244110,1
1711803773,1
1711838012,3
1712068779,3
1712337902,3
1712397585,1
1712458333,2
1712805260,3
1712961040,2
1712982546,3
1713403658,1
1713444587,2
1713466789,3
1713497934,3
1713705590,3
1713720885,3
1713912139,3
1713912382,3
171434140,3
1714436989,3
1714696851,1
1714701345,1
1714717170,3
171546937,0
1715574145,3
1715814415,4
1716118009,4
1716221789,3
1716263265,3
1716516140,3
1716624232,3
1716638560,3
1717015793,3
1717047149,2
1718223523,2
1718466137,3
1718658976,0
1718703431,3
171905879,3
1719304067,3
1719645709,3
1719831117,3
1720006806,3
1720212686,0
1720237817,3
1720351409,3
1720615877,3
1720653126,3
1720740860,3
1720773250,2
172123475,3
1721634086,3
1721767789,3
1721889897,4
1722033032,2
1722126168,0
1722175051,0
1722184743,3
1722781074,3
1723001945,3
1723081246,3
172324679,3
1723407805,3
1724389258,3
1724663202,1
1724697986,3
1724843600,1
1725548375,1
1725598881,0
1725925773,3
1726153,3
1726210111,3
1726413571,3
1726536780,1
1726632514,4
1726694302,1
1726783807,3
1726848787,3
1726864717,3
1727010338,3
1727150436,1
1727205281,1
1728004537,3
1728159331,3
1728214886,4
172872674,4
1728913525,3
1728958527,3
1729214658,3
1729567337,3
1729679057,3
1729836525,4
1729933638,1
1730516728,3
1730671477,2
1730809974,3
173084709,3
1731591176,3
1731777849,3
1732173388,2
1733285805,3
1733293864,4
1733354827,3
1733574271,0
1733797276,3
1734332908,3
1734625164,4
1734980168,3
1735461481,3
1735838200,4
1735911943,3
1736753003,3
1736794140,3
1737101644,3
1737140400,3
1738379259,4
1738493952,3
173849826,2
1738664148,3
1738922613,4
1738923752,3
173970359,3
1739927380,1
1740009337,3
1740920965,4
1741376467,2
1741717414,3
1741733319,3
1741967088,1
1742301779,3
1742921296,2
1743033739,3
1744118582,3
1744132907,2
1744145648,3
1744206889,4
1744706562,3
1745296302,3
1745437875,3
1745650066,3
1745700317,3
1747122718,1
1747233628,3
1747286543,3
1748078047,2
1748314267,2
1748426485,3
1748519439,1
1748719005,4
1748736527,3
1748981350,4
1749259802,3
1749530371,2
1750854895,3
1751029526,3
175171305,4
1751949402,3
1752152470,1
175215603,3
1752260817,3
1752419587,3
1752487129,3
1752693374,0
1752948058,3
175320441,3
1753297943,4
1753325672,3
1753499945,2
1753621875,3
1753806581,4
1753872657,3
175398874,2
1754156181,3
1754366174,2
1754481092,4
1754540967,3
1754736431,3
1754989249,3
175519615,3
1755522975,3
1755647771,3
1755873897,3
1756425714,3
1756729974,2
1756754615,3
1757057989,0
1757123102,4
1757386939,3
1757442303,3
1757557877,3
1757569899,3
1757605463,4
1757646120,3
1758003075,3
1758073225,3
175816110,3
1758274933,3
1758318062,2
1758443591,3
1758852388,3
1758885297,0
1758913732,3
1759042176,2
1759065699,3
1759147122,3
1759297979,3
175989862,2
1760111607,3
1760340561,3
1760414048,3
1760489108,3
1760495628,4
176082101,4
176087144,3
1761091007,3
1761544079,3
1761563739,3
1761634229,3
1761652043,4
1761696568,3
1761795923,3
1761872222,2
1761893158,3
1762040629,1
1762100381,2
1762956560,4
1762982108,3
1763032962,3
1763195879,0
17632796,2
1763396057,4
1763486772,4
1764035840,2
1764087797,3
1764594695,3
1764927533,4
1764971103,3
1765114818,2
1765190680,1
176531736,3
1765348139,3
1765374655,2
1765947311,3
1766436653,4
1766917625,1
1766960814,3
176734204,3
1767778795,0
1768003077,3
1768185229,3
1768209280,3
1768545420,3
1768669927,1
1768671156,3
1768676175,3
1768825249,3
1768909120,2
1769025995,4
1769355449,3
1769605391,3
1769894805,1
1769895706,3
1770025671,3
1770197152,4
1770746162,1
1770789243,3
1771017079,3
177187875,3
1772260831,1
1772264324,2
1772421330,1
1772478144,3
1772713207,0
1772879705,4
1773042943,1
1773203521,3
1773210221,3
1773381712,1
1773419255,3
1773462617,3
1773757795,3
1773778867,3
1773875430,0
177414500,2
177429020,3
1774341872,4
1774370764,3
1774492072,0
1774534152,3
1774675464,0
1775001723,3
1775105594,3
177523271,3
1775343418,1
1775350103,0
1775446541,3
1775680225,3
1775924817,3
1775966274,2
1776338335,3
1776479289,4
1776704317,3
1776880375,3
1776919078,3
1777012595,3
1777247659,3
1777275885,3
1777367691,3
17774752,4
1777490062,3
1777797339,3
1778075552,3
1778097561,3
1778306055,3
1778344931,2
1778392170,2
177861663,3
1778971646,0
1779379813,3
1779392681,3
1779602100,3
1779790231,3
1780272683,3
1780402606,2
178079419,3
1781156420,3
1781695127,3
1782014584,3
1782213029,3
1782504875,3
1782735402,3
1782862245,3
1782983052,3
1783305105,3
1783361886,3
1783431925,1
1783550319,3
1783641862,1
178396346,3
1784226798,3
1784432938,3
1784483184,1
1784587371,3
1784661840,0
1785072078,3
1785258205,4
1785258924,3
178555372,4
1785596731,0
1785801012,3
1785840439,1
1785877990,3
1786164172,2
1786966899,2
1787178614,3
1787456859,3
1788069223,3
1788201755,4
1788606657,3
1788775599,3
178880482,1
1788823125,3
1788926581,3
1789407853,3
1789470358,1
1789486602,1
178976656,1
1789784121,3
1789849638,3
1790319061,1
179049535,3
179052943,3
1790610491,3
1791561646,2
1791690921,3
1791700029,3
1791724511,1
1791819872,3
179186914,4
1792425947,2
1792460758,4
1792694473,4
1793168454,4
1794430804,3
1794775847,3
1794787864,3
1794793176,3
1794977133,3
179499224,1
1795318849,0
179539065,3
1795446246,3
179556493,2
1795774689,0
1796126555,3
1796191923,3
1796222011,3
1796303978,0
1796375509,3
1796530948,3
1796762442,3
179693098,1
1797152583,2
1797305477,3
1797517154,3
1797522564,3
1797636994,3
1797701221,3
1797773732,0
1797815459,3
1798004899,2
1798415301,3
1798494991,3
1799253944,3
1799459736,3
1799648561,3
1799764071,3
1799990144,3
1800156844,3
1800555547,4
1800771351,3
1801305667,3
1801881558,2
1802409860,2
1802508865,3
1802706381,3
1802754219,3
1803422865,2
1803483476,2
1803764964,3
1803767291,4
1804175748,3
1804238623,4
1804425689,2
1805115397,0
1805228807,3
180526120,3
1805270227,1
1805580430,3
180644120,3
1807049681,4
1807193398,3
1807238206,2
1807619066,3
1807740232,1
1808054578,3
1808097305,1
180819743,3
1808491145,2
1808650874,2
1808921036,3
180910875,1
1809122626,3
180953127,3
1809652943,3
1809996556,3
1810295906,3
1810849294,2
1811402818,3
1811474969,3
181157076,4
1812204593,3
1812275285,2
181228632,3
1812322752,3
1812352809,3
1812396065,3
1812683493,3
1812865076,3
1812948134,3
1813365799,3
1813497241,1
1813551465,3
181355439,3
1813814984,3
1813889006,0
1814107943,1
1814144394,1
1814333907,1
1814561933,3
1814601844,4
1814763610,3
1814991024,1
1815052993,3
181506329,4
1815147513,0
1815643293,4
18156852,3
1815863009,4
1815972967,4
1816076936,0
181653327,4
1816576622,3
181667206,4
1816728195,3
1817338371,3
1817411055,3
1817546498,3
1817648564,3
181778346,3
1817835614,1
1818510196,1
181857749,2
181879072,3
1818968556,3
181939754,3
1819398111,3
1819546557,3
1820017071,3
1820046743,3
1820146745,4
1820254127,0
1820335596,4
1820631202,3
1820923810,3
1821315166,4
1821532934,1
1821663294,3
1821678460,3
1821756534,4
1821921549,3
1822218545,3
1822627582,2
1822682006,3
182316349,0
1823192027,3
1823201205,4
1823487042,3
1823518467,4
1823544531,3
1823619640,0
1823721668,3
1823796412,4
1823886562,3
1823933944,3
1823946129,4
1824113054,3
1824197654,4
1824287001,3
1824705261,3
1824816282,3
1824992309,0
182507815,3
1825174376,3
182569283,3
1825775258,4
1826268810,3
1826527887,3
1826549418,3
1826588021,3
1826812654,2
182701414,3
1827159214,3
182745375,3
1827541667,3
1827562232,3
1828015469,3
1828088988,3
1828167869,1
1828496803,0
1828748550,2
1829003980,3
1829385451,3
1829454153,3
1829483493,3
1829519358,3
1829820794,3
1829924843,2
1829981265,2
1830061664,0
1830481275,1
1830680184,2
1830775926,1
1830778747,3
1831001186,3
1831075447,4
1831182792,3
1831389246,3
1831423907,3
1831580218,3
1831635820,3
1831712346,4
1831917433,3
1832098757,3
1832141152,3
1832209153,4
1832233045,1
1832330362,3
1832582210,3
1832863930,3
1833100169,3
1833123738,2
183316854,3
1833189586,3
1833515952,3
1833807864,2
1834175690,3
1834239430,3
1834263937,3
1834266408,3
1834269542,3
183428396,0
1834449995,4
1834483972,4
1834604055,3
183469399,3
1834748922,2
183482317,2
1834855126,2
1835162927,3
1835317288,1
183535060,3
1835637370,3
1835652659,3
1835807693,1
1835826214,1
1835974960,4
1836048821,0
1836493445,3
1836536716,3
1836597085,3
1836918462,4
1837284696,4
1837309847,3
1837614598,3
1837622218,0
1837733678,3
1837916904,3
1838219986,2
1838238336,3
1838301541,3
1838452225,4
1838525078,3
1838664866,3
1838675126,3
1838877057,3
1839061975,3
1839152868,3
1839350979,3
1839467462,3
183947051,2
183998159,3
1840189288,3
1840283503,4
1840408344,4
184050144,3
1840519830,3
1840585647,3
1840620834,1
1841093794,2
1841269407,0
1841279687,3
1841307562,3
1841364017,3
1841856969,3
1841980335,3
1842263776,4
184295852,3
1843160862,3
1843297041,3
1843594628,3
1843838369,3
1843885965,4
1844147447,2
1844302649,4
184437770,3
184462493,3
1844689263,3
1844847808,0
1844952101,1
1844980570,3
1845160585,3
1845187403,3
1845227647,3
1845555412,3
1845581020,3
1845811420,2
1846052077,3
1846294489,3
1847003440,3
184765272,1
1847878372,3
1847901285,4
1847948154,3
1848142800,3
1848213383,3
1848550626,3
1848686439,1
1848723275,2
1848945988,4
184909120,3
1849151787,3
1849248641,3
1849571285,1
1849667123,3
1849702886,0
1849963658,3
1850235748,3
1850537552,3
1850706779,2
1850723562,0
1850781315,3
1850804110,3
1851047251,2
1851497737,3
1851671093,3
18517305,3
185234496,3
185236448,3
185241766,4
1852547447,3
1852697554,4
1852699867,3
1852731503,3
1852781479,3
1853028167,4
1853237353,3
1854709315,1
18547180,2
1854790191,4
1855169074,3
1855207168,3
1855389006,4
1855401853,3
1855416267,3
1855493278,3
1855684239,3
185586277,3
1855886292,3
1855900969,4
1856005767,3
1856743882,3
1856744348,3
1856852302,2
1856880108,3
1856952172,3
1857660206,3
1857766258,0
1857803690,3
1857914925,3
1858241102,3
185826608,3
1858309623,3
1858350755,3
1858398713,3
1858522213,3
1858613258,3
1858722965,3
1858778383,2
1859010639,3
1859104179,4
1859265664,3
1859307222,4
1859785937,3
1859833344,1
1860121418,0
186024899,2
1860286879,3
1860324672,3
1860402605,2
1860678801,3
1861027492,3
1861251806,3
1861343358,2
1861354699,1
1861467540,3
1861666326,4
186178613,3
1862072615,4
1863630773,3
1863822391,3
186394398,0
1864285719,3
1864325507,3
1864517626,4
1864756253,3
1865176608,3
1865241097,3
1865345123,3
1865586599,1
1865596191,3
1865866480,3
1866140496,3
1866368464,4
1866388418,3
186667196,3
1866826606,3
1866858066,3
1867212072,3
1867337976,3
1867590389,2
1867630511,3
1867813812,3
186788126,2
1868445246,4
1868574400,2
1868737413,2
1869084286,3
1869166281,2
1869431598,3
1869687839,3
1869765535,1
1870220929,3
1870238448,4
1870345628,1
1870385338,3
1870471457,3
1870488612,4
1870594416,2
1870606014,4
1870627097,4
1870630420,4
1870703832,3
1870791731,3
1870824948,4
1870826185,4
1871120832,3
1871382569,2
187186579,4
1872997067,3
1873100849,3
1873204876,1
1873256612,2
1873436140,3
187343662,3
1873822026,3
1874752223,2
1874783019,3
1874912757,3
1874987001,3
1875040493,3
1875176388,2
1875533805,1
1875575694,3
1875749877,3
1875934102,4
1876635789,3
1876905885,4
1876922129,0
1877329141,3
1877332484,0
1877556541,3
187768518,3
1877887938,2
1878129720,4
1878603606,3
1878671102,3
187887606,3
1878994621,3
18792791,3
1879306214,1
1879407752,3
1879473722,1
1879613457,3
1879780359,2
1880094167,3
1880302534,3
1880623255,4
1881585879,3
1881799608,3
1881994461,0
1882080819,3
1882161360,3
188217517,3
18822170,3
1882239524,3
1882389951,3
1882441539,3
1882473489,4
1882606745,3
1882919886,3
1882922468,3
1882997044,1
1883219633,4
1883239637,3
1883335188,3
1883419936,4
1883708732,3
1883840872,3
188411023,3
1884379874,2
1884499886,4
1884580980,3
1884792007,3
1884942698,3
1885063363,3
1885201800,3
1885492446,2
1885500567,3
188551774,4
1886828385,4
1886905036,4
1887031828,2
1887102374,3
1887341048,3
1887369957,2
1887611865,4
1887844954,1
1888303872,3
1888617839,2
1888672105,4
1888804836,3
1888938602,3
1889205491,0
1889215655,0
1889502225,3
1889617951,4
1889645110,3
1889796065,4
1889980641,3
1890014049,3
1890073539,2
1890187078,1
1890285082,3
1890446979,3
1890473397,3
1890479595,3
1891003556,1
1891124969,3
1891182946,3
1891543377,3
1891723020,3
1891755915,4
1891912456,2
1891937724,3
1892079469,3
1892210616,3
1892210648,3
1892299839,3
1892378935,4
1892531971,1
189256302,1
1892715809,2
1892848839,3
1892978122,3
1893029476,2
1893151157,3
189339781,3
1893520640,3
1893681527,3
1893842412,3
1893906773,0
1894124003,1
1894282232,3
1894675387,3
1894712729,1
1895234488,3
1895446245,3
189585547,3
1895979101,1
1896023808,3
1896122351,3
1896242040,3
1896468303,2
1896615294,3
1896666370,3
1896975057,3
1897014524,2
1897331783,1
1897528635,3
1897585920,3
1897758108,3
1897759599,3
1898437154,3
1898688057,3
189868840,3
1898762161,2
1899098077,3
1899127320,3
189932394,3
1899653723,3
1899678596,1
1899716534,3
1899927409,3
1899940648,3
1900332418,3
190054871,3
1900619656,3
1900666535,3
1900920171,2
1901115617,3
1901119946,3
1901135696,3
1901223927,3
1901330627,3
1901823348,3
190222599,2
1902233349,3
1902246685,2
1902258647,3
1902356737,2
1902379335,2
1902806995,3
1903343245,3
1903454403,1
1903608739,3
1903634061,3
1903720214,3
1903746269,3
1903950320,4
1903992787,3
1904073700,3
190439528,3
190449795,0
1904646699,3
1904799311,3
1905119159,1
1905588148,2
1905665106,0
1905776137,2
1905806148,0
1906106521,4
1906649077,4
1906662889,3
1906831443,3
190698162,0
1907138537,3
1907189508,3
1907203125,3
1907269617,1
1907370084,3
1907583116,3
1907786974,0
1908074016,4
1908179787,0
1908392634,3
1908512219,2
190851290,3
1908552116,4
1908665775,1
19090141,3
1909072265,4
1909170813,3
190928103,2
1909520119,3
1909574970,0
1909629301,1
1909948307,3
1910208633,3
1910478563,3
191073475,4
1910888895,3
1911044072,3
1911215310,3
1911224760,3
191139600,1
1911975500,3
1912329791,1
1913067109,3
1913393149,3
1914091505,3
1914659234,3
1914862989,1
1915044107,4
1915195604,2
1915645722,4
191599460,3
1916496572,3
1916594362,4
1916638324,2
1916750786,3
1916879367,1
1916947459,3
1916970860,4
191741846,3
191783616,3
1917903934,1
191826367,3
1918288357,3
1918397898,3
1918702434,2
1918762654,3
1918860127,4
1918860186,3
1918913284,3
1919271519,3
1919668160,0
1919707179,3
1919914,3
1920198241,1
1920538853,3
1921012349,3
1921031740,3
1921138686,1
1921186959,2
1921224656,3
1922566301,3
1922691253,4
1922719796,4
192312490,3
192315586,1
1923179851,3
1923659480,3
1923898414,4
1924021542,3
1924122147,3
1924319462,3
1924360069,0
1924411392,3
1924812792,3
1924884608,3
1924914,1
1924967159,3
1925077855,1
1925563620,1
19258990,3
1926101032,3
1926346428,3
1926533316,3
1926670152,0
1926938373,3
1926981545,3
1927089555,3
1927108127,3
1927144610,4
1927268633,3
1927309377,3
1927374168,3
1927483035,3
1927778435,4
1927862563,3
1927956289,3
1927972009,3
1928188434,1
1928387839,3
1928471334,3
1928512042,3
1928537678,3
1928547462,1
1928678720,1
1928681930,3
1928947606,2
1929151368,2
1929477466,1
1929510475,0
1929539397,3
192970946,3
1930146002,3
1930224271,3
1930227281,3
1930611889,4
1930665132,3
1931110698,3
1931114133,3
1931239893,4
1931348391,3
1931488881,0
1931522080,3
1931631736,3
1931682114,3
1931683048,3
1931732509,2
193173270,4
1931764885,4
1931934349,2
1932036531,3
1932084666,3
1932176916,3
1932263546,4
1932481347,0
1932487644,3
1932604522,3
1933240332,3
193330948,1
1933576413,2
1933581758,3
1933911755,2
1934046551,3
1934605474,1
1934675446,2
1934754539,2
1935143915,3
1935147807,3
1935476091,3
1935479226,3
1935951907,3
1936058467,4
1936198780,2
1936471252,3
1936823827,2
1937128156,3
1937179259,2
1937240444,2
1937546373,4
1938614393,4
1938616867,1
1938715150,2
1938725653,3
1938730022,2
1938814824,3
1938824069,2
1939082470,3
1939113672,1
1939120106,3
1939567096,3
193958679,4
1939666540,3
193990553,1
194035212,3
1940410728,4
1940582404,3
1940934200,3
1940940893,3
1940949758,3
1941107919,3
194117678,3
1941209477,2
1941521780,3
1941569739,1
1942147134,0
194223136,3
1942233808,3
1942531385,3
1942589536,2
194265941,3
1942764891,3
1943423929,1
1943448568,2
1943654053,3
1943662922,3
1943882705,3
1943999614,3
1944572666,3
1944764485,3
1944784373,3
1944928456,3
1945042930,3
1945045418,1
1945153538,4
1945357896,3
1946046925,3
1946306561,3
1946708779,3
1946928458,2
1946961119,3
1947066099,0
1947346252,3
1947542350,2
1947904134,4
1948078849,3
1948267522,2
1948389107,4
1948579246,1
1948688497,4
1948698978,3
1948966957,3
194901171,3
1949071639,4
194923526,1
1949350366,3
1949374159,1
1949569617,3
1949733963,3
1949993802,3
1950245943,4
1950273419,2
1950403407,4
1950600545,3
1950825631,3
1950970646,3
1951270318,2
1951284903,3
1951398073,3
1951432594,3
1951627890,3
1951683874,1
1951865515,2
1951968907,4
1952120040,3
1952239701,2
1952459381,3
1952459462,1
1952684921,4
1952723516,3
1952962919,3
1953071676,2
1953246043,3
1953482304,4
1953872321,1
1953883168,3
1954353329,4
1954385911,3
1954401437,1
195440753,3
1955288492,3
1955289592,1
1955337037,3
1955463864,1
19555068,3
1955593509,1
1955905129,3
195590994,3
1955966140,2
1955971780,3
1956034762,4
195648573,3
1956819776,3
1957293251,1
1957341134,3
1957481322,3
1957663737,0
1957687163,1
1957897144,4
1957901675,3
1957906452,3
1958104279,3
1958450462,3
1958784721,3
1959106502,2
1959325934,3
1959483554,1
1959596149,3
1959856523,3
1959890279,3
1959916308,4
1960012199,4
1960041118,1
1960063101,2
1960345472,0
1960632681,1
1960927003,3
1961259941,2
1961471399,3
1961893968,2
1962020298,2
1962108825,3
196223809,3
1962378954,3
1962408284,1
1962633596,1
1962653168,3
1963114976,3
1963206223,4
1963346508,0
1963440956,4
1963478389,3
1963648534,3
1963744346,3
1964012353,1
1964600968,4
1964845483,3
1964957251,3
1964968519,1
1965119616,3
1965186557,3
1965467529,1
1965782159,2
1965850227,4
1965932647,3
1966061216,4
196618228,1
1966222636,0
1966321614,1
1966385524,4
1966479162,3
1966513283,3
1966591283,3
1966999074,3
1967011907,1
1967085246,3
196723634,2
1967901235,3
1968070287,2
1968165864,3
196827889,3
1968421706,3
1968596086,4
1968615575,2
1968909684,2
1969050726,3
1969270538,2
1969328625,3
1969371877,3
1969528266,3
1969558771,3
1969585969,4
1969657862,3
1969745118,3
1970290195,2
1970622259,2
1970877091,4
197102142,2
1971179233,3
1971287958,3
1971360173,3
1971423032,4
1971427379,1
1971706918,1
1971828114,3
197188910,1
1972030164,3
1972379294,2
1972409682,3
1972732995,3
1972768555,3
1973051224,0
1973109559,2
1973400842,2
1973608314,3
1973726786,3
1974079097,3
1974117751,3
197416826,4
1974242714,2
1974290297,3
197432034,2
1974404627,3
1974451313,3
1974749895,3
1975167712,2
1976266780,3
1976698452,3
